Category,Tool,Slug,Website,Requested Pricing Source,Final Pricing Source,Source Status,Source Scope Status,Locale Pricing Status,Fetch Status,Fetch Method,Current Free Plan,Verified Free Plan,Free Plan Status,Free Plan Safe,Current Starting Price,Verified Starting Price,Starting Price Status,Starting Price Safe,Verified Annual Billing,Annual Billing Status,Annual Billing Safe,Verified Monthly Billing,Monthly Billing Status,Monthly Billing Safe,Current Team / Business Plan,Verified Team / Business Plan,Team / Business Plan Status,Team / Business Plan Safe,Current Enterprise Plan,Verified Enterprise Plan,Enterprise Plan Status,Enterprise Plan Safe,Current Pricing Verified,Checked At,Overall Status,Tool Safe to Auto Apply,Evidence / Notes
AI & Automation; Automation; Open Source; Workflow Automation,ActivePieces,activepieces,https://www.activepieces.com,https://www.activepieces.com/pricing,https://www.activepieces.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,"$16 per month, billed yearly",CHANGE,YES,"$16 per month, billed yearly",CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,"Team — $166 per month, billed yearly",CHANGE,YES,Unknown,Ultimate — Custom,CHANGE,YES,Unknown,2026-08-23T08:21:43.698Z,VERIFIED,NO,"Discovered same-domain official pricing source. Free Plan: The FAQ states: “Is the free plan really free? Yes. No card, no time limit.” Starting Price: The Plus card states: “$16 per month, billed yearly.” Annual Billing: The Plus card explicitly states: “$16 per month, billed yearly.” Team / Business Plan: The page explicitly names Team as “For teams that run on automation” and lists “$166 per month, billed yearly.” Enterprise Plan: The page explicitly names Ultimate as “For enterprise scale and control” and lists “Custom.”"
AI & Automation; Automation; Process Management; Productivity,Tallyfy,tallyfy,https://tallyfy.com,https://tallyfy.com/pricing/,https://tallyfy.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:21:58.428Z,REVIEW,NO,"Discovered same-domain official pricing source. Starting Price: Complex product pricing requires review: The page lists separate Full Seat and Light Seat prices rather than a clearly identified standard paid entry plan. Annual Billing: Complex product pricing requires review: Annual prices are shown for Full Seat and Light Seat, but the page does not identify which seat type is the standard paid entry plan. Monthly Billing: Complex product pricing requires review: The page offers Monthly billing and refers to monthly plans, but does not state a monthly price for either seat type."
AI & Automation; Automation; Workflow Automation; Developer Tools,n8n,n8n,https://n8n.io,https://n8n.io/pricing/,https://n8n.io/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"20€ /mo, billed annually",CHANGE,YES,"20€ /mo, billed annually",CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,"Business — 667€ /mo, billed annually",CHANGE,YES,Unknown,Enterprise — Contact Sales; custom number of workflow executions,CHANGE,YES,Unknown,2026-08-23T08:21:56.899Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: Starter is listed at 20€ /mo, billed annually. Annual Billing: Starter is listed at 20€ /mo, billed annually. Team / Business Plan: Business is for companies with < 100 employees needing collaboration and scale, and Enterprise is listed separately. Enterprise Plan: Enterprise is listed with Contact Sales and a custom number of workflow executions."
AI & Automation; AI Chatbots; Customer Support; Automation,Botpress,botpress,https://botpress.com,https://botpress.com/pricing,https://botpress.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$150/mo billed annually,CHANGE,YES,$150/mo billed annually,CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,Team — $750/mo billed annually,CHANGE,YES,Unknown,Enterprise — Custom pricing,CHANGE,YES,Unknown,2026-08-23T08:22:11.329Z,VERIFIED,NO,"Discovered same-domain official pricing source. Free Plan: Free $0 is explicitly listed as a plan, with 100 conversations and a Get started option. Starting Price: Plus is the first paid plan after Free and is listed at $150/mo billed annually. Annual Billing: The Plus plan explicitly states ""$150/mo billed annually."" Team / Business Plan: The page explicitly lists Team at $750/mo billed annually and describes it as for organized support operations, with unlimited seats and team features. Enterprise Plan: The page explicitly lists Enterprise with custom pricing and a Talk to sales option."
AI & Automation; AI Chatbots; Customer Support; Lead Capture,Chatbase,chatbase,https://www.chatbase.co,https://www.chatbase.co/pricing,https://www.chatbase.co/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$40 per month (Hobby),CHANGE,YES,Not explicitly verified,REVIEW,NO,$40 per month (Hobby),CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Let's Talk,CHANGE,YES,Unknown,2026-08-23T08:22:07.342Z,PARTIAL,NO,Discovered same-domain official pricing source. Free Plan: Free $ 0 per month Starting Price: Hobby $ 40 per month Monthly Billing: Hobby $ 40 per month Enterprise Plan: Enterprise Let's Talk; Contact us
Marketing & SEO; SEO Tools; AI Writing; Content Optimization,SurferSEO,surferseo,https://surferseo.com,https://surferseo.com/pricing/,https://surferseo.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"49 USD per month, billed yearly",CHANGE,YES,"49 USD per month, billed yearly",CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,999 USD per month; tailored packages,CHANGE,YES,Unknown,2026-08-23T08:22:18.293Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: Discovery is presented as the smaller paid option at 49 USD per month, billed yearly. Annual Billing: Discovery is explicitly listed as 49 USD per month and billed yearly. Enterprise Plan: The page explicitly lists Enterprise at 999 USD per month with tailored packages."
Marketing & SEO; SEO Tools; Content Strategy; AI Writing,MarketMuse,marketmuse,https://www.marketmuse.com,https://www.marketmuse.com/pricing/,https://www.marketmuse.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:22:22.746Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The pricing summary explicitly lists an ongoing “Free” package with limited applications, 1 user, and 10 queries/month. Team / Business Plan: Complex product pricing requires review: The page describes Research and Strategy as serving teams, but does not identify a standard Team or Business plan distinct from the other tiers."
Marketing & SEO; Social Media / Ads / Automation; Social Media; Productivity,Publer,publer,https://publer.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:22:21.161Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
Marketing & SEO; Social Media / Ads / Automation; AI Marketing; Social Media,Ocoya,ocoya,https://www.ocoya.com,https://www.ocoya.com/pricing,https://www.ocoya.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Bronze — $15 /month,CHANGE,YES,Not explicitly verified,REVIEW,NO,Bronze — $15 /month,CHANGE,YES,Unknown,Silver — $39 /month,CHANGE,YES,Unknown,Custom plans,CHANGE,YES,Unknown,2026-08-23T08:22:27.212Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly states: ""Try now with a 7-day free trial!"" It does not list an ongoing Free plan. Starting Price: Bronze is the entry plan and is listed at ""$15 /month"" for individuals. Monthly Billing: Bronze is listed at ""$15 /month"" under the Monthly pricing option. Team / Business Plan: Silver is listed at ""$39 /month"" and described as ""For small teams building their brand."" Enterprise Plan: The page states: ""For large businesses with specific needs we offer custom plans!"""
Marketing & SEO; Social Media / Ads / Automation; Social Media; Productivity,SocialBee,socialbee,https://socialbee.com,https://socialbee.com/pricing/,https://socialbee.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,"$290/year, billed annually ($24/month equivalent); $29/month, billed monthly",CHANGE,YES,"$290/year, billed annually",CHANGE,YES,"$29/month, billed monthly",CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:22:35.566Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page offers a “Free 14-day trial,” but does not explicitly offer an ongoing free plan. Starting Price: The FAQ states pricing starts at $24/month on the annual Bootstrap plan; the comparison lists Bootstrap at $290/year billed annually and $29/month billed monthly. Annual Billing: Bootstrap is listed at “$290/year, billed annually.” Monthly Billing: Bootstrap is listed at “$29/month, billed monthly.” Team / Business Plan: Complex product pricing requires review: The page names Bootstrap, Accelerate, Pro, and agency plans, but does not explicitly name a distinct Team or Business tier. Pro is described as being for teams, but its semantic mapping to teamPlan is not explicit."
Marketing & SEO; Social Media / Ads / Automation; Local Marketing; Social Media,PromoRepublic,promorepublic,https://promorepublic.com,https://promorepublic.com/en/pricing/,https://promorepublic.com/en/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Enterprise,CHANGE,YES,Unknown,2026-08-23T08:22:33.291Z,PARTIAL,NO,"Discovered same-domain official pricing source. No published pricing: All three plans show “Request a quote,” and no public plan prices are provided. Enterprise Plan: The page explicitly names an “Enterprise” plan and describes it for multi-brand, multi-country chains."
Marketing & SEO; Social Media / Ads / Automation; Content Repurposing; Social Media,Missinglettr,missinglettr,https://missinglettr.com,https://missinglettr.com/pricing/,https://missinglettr.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$12 per month (monthly billing); $15 per month billed yearly at $150,CHANGE,YES,"$150 per year for Solo, displayed as $15 per month billed yearly",CHANGE,YES,$12 per month for Solo,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Enterprise,CHANGE,YES,Unknown,2026-08-23T08:22:46.551Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: Every single plan comes with a free trial; no ongoing Free plan is stated. Starting Price: Solo $12 15 Per month (billed yearly at $150). Annual Billing: Solo is billed yearly at $150, with the displayed annual-billing rate of $15 per month. Monthly Billing: Solo is listed at $12 per month. Enterprise Plan: If you need a larger plan then our enterprise plan is what you're looking for."
Marketing & SEO; Social Media / Ads / Automation; Social Media; Agency Tools,Sendible,sendible,https://www.sendible.com,https://www.sendible.com/agorapulse-alternative?hsLang=en,https://www.sendible.com/agorapulse-alternative,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,$169/mo billed yearly (Core),CHANGE,YES,$30/mo (Core),CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Enterprise,CHANGE,YES,Unknown,2026-08-23T08:22:57.862Z,PARTIAL,NO,"Discovered same-domain official pricing source. Starting Price: Complex product pricing requires review: The page explicitly gives Core as both “$30/mo” and “$169/mo billed yearly,” and the supplied text does not clarify whether these are current variants of the same entry plan. Annual Billing: “PLAN Core $169 /mo billed yearly.” Monthly Billing: “Sendible includes both from Core ($30/mo).” Enterprise Plan: “$15/mo on Enterprise” explicitly identifies Enterprise as a plan tier."
Marketing & SEO; Email Marketing; Marketing Automation; SaaS,GetResponse,getresponse,https://www.getresponse.com,https://www.getresponse.com/pricing/trial,https://www.getresponse.com/pricing/trial,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$15.58/mo paid annually,CHANGE,YES,$15.58/mo paid annually,CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:22:49.229Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: “Keep testing on the Free plan.” Starting Price: The standard paid entry plan is Starter at “$15.58 /mo Paid annually.” Annual Billing: Starter is explicitly listed as “$15.58 /mo Paid annually.” Enterprise Plan: Complex product pricing requires review: The page contains an “Enterprise Pricing” navigation label and describes GetResponse MAX for high-volume solutions, but does not present a distinct Enterprise plan with explicit pricing or plan details."
